duration,start_time,end_time,start_station_id,start_station,end_station_id,end_station,bike_id,user_type
627,2019-01-28 16:18:14,2019-01-28 16:28:41,31001,Alexanderplatz,31010,Prenzlauer Berg,B0474,Member
571,2019-01-28 16:33:00,2019-01-28 16:42:31,31009,Hauptbahnhof,31017,Wedding,B0257,Member
813,2019-01-28 05:39:11,2019-01-28 05:52:44,31017,Wedding,31013,Charlottenburg,B0089,Casual
1403,2019-01-28 19:48:45,2019-01-28 20:12:08,31011,Kreuzberg,31001,Alexanderplatz,B0326,Casual
1443,2019-01-28 15:39:56,2019-01-28 16:03:59,31009,Hauptbahnhof,31003,Potsdamer Platz,B0157,Casual
967,2019-01-28 09:52:37,2019-01-28 10:08:44,31019,Tempelhof,31019,Tempelhof,B0349,Casual
624,2019-01-28 18:37:05,2019-01-28 18:47:29,31002,Brandenburger Tor,31009,Hauptbahnhof,B0335,Member
594,2019-01-28 04:12:54,2019-01-28 04:22:48,31018,Friedrichshain,31014,Mitte,B0470,Member
2234,2019-01-28 17:37:44,2019-01-28 18:14:58,31015,Schöneberg,31011,Kreuzberg,B0295,Casual
444,2019-01-28 09:32:25,2019-01-28 09:39:49,31013,Charlottenburg,31004,Friedrichstraße,B0130,Member
1156,2019-01-28 02:48:12,2019-01-28 03:07:28,31013,Charlottenburg,31001,Alexanderplatz,B0011,Casual
754,2019-01-28 08:13:11,2019-01-28 08:25:45,31019,Tempelhof,31016,Tiergarten,B0429,Member
546,2019-01-28 08:34:50,2019-01-28 08:43:56,31003,Potsdamer Platz,31001,Alexanderplatz,B0214,Member
1094,2019-01-28 15:46:33,2019-01-28 16:04:47,31012,Neukölln,31015,Schöneberg,B0232,Casual
1465,2019-01-28 08:55:28,2019-01-28 09:19:53,31009,Hauptbahnhof,31003,Potsdamer Platz,B0096,Casual
564,2019-01-28 18:28:03,2019-01-28 18:37:27,31008,Zoologischer Garten,31010,Prenzlauer Berg,B0182,Member
995,2019-01-28 11:13:00,2019-01-28 11:29:35,31011,Kreuzberg,31005,Hackescher Markt,B0345,Member
904,2019-01-28 14:21:28,2019-01-28 14:36:32,31018,Friedrichshain,31015,Schöneberg,B0120,Member
1592,2019-01-28 21:43:12,2019-01-28 22:09:44,31005,Hackescher Markt,31001,Alexanderplatz,B0181,Casual
695,2019-01-28 04:46:57,2019-01-28 04:58:32,31015,Schöneberg,31018,Friedrichshain,B0140,Member
1466,2019-01-28 09:52:47,2019-01-28 10:17:13,31007,Kottbusser Tor,31003,Potsdamer Platz,B0070,Casual
769,2019-01-28 16:03:06,2019-01-28 16:15:55,31006,Warschauer Straße,31013,Charlottenburg,B0177,Member
399,2019-01-28 08:15:59,2019-01-28 08:22:38,31012,Neukölln,31002,Brandenburger Tor,B0128,Member
512,2019-01-28 20:57:23,2019-01-28 21:05:55,31008,Zoologischer Garten,31012,Neukölln,B0191,Member
501,2019-01-28 17:53:41,2019-01-28 18:02:02,31017,Wedding,31013,Charlottenburg,B0238,Member
518,2019-01-28 16:02:07,2019-01-28 16:10:45,31007,Kottbusser Tor,31010,Prenzlauer Berg,B0156,Member
928,2019-01-28 07:27:23,2019-01-28 07:42:51,31008,Zoologischer Garten,31006,Warschauer Straße,B0255,Member
534,2019-01-28 10:50:13,2019-01-28 10:59:07,31011,Kreuzberg,31014,Mitte,B0350,Member
692,2019-01-28 12:58:04,2019-01-28 13:09:36,31002,Brandenburger Tor,31009,Hauptbahnhof,B0381,Member
703,2019-01-28 12:23:06,2019-01-28 12:34:49,31008,Zoologischer Garten,31017,Wedding,B0493,Member
1546,2019-01-28 08:14:59,2019-01-28 08:40:45,31003,Potsdamer Platz,31007,Kottbusser Tor,B0185,Casual
1017,2019-01-28 16:55:45,2019-01-28 17:12:42,31018,Friedrichshain,31018,Friedrichshain,B0141,Casual
389,2019-01-28 09:58:29,2019-01-28 10:04:58,31020,Steglitz,31015,Schöneberg,B0423,Member
1045,2019-01-28 09:49:51,2019-01-28 10:07:16,31018,Friedrichshain,31020,Steglitz,B0004,Member
346,2019-01-28 17:03:04,2019-01-28 17:08:50,31001,Alexanderplatz,31012,Neukölln,B0088,Member
1081,2019-01-28 13:59:35,2019-01-28 14:17:36,31008,Zoologischer Garten,31002,Brandenburger Tor,B0274,Casual
504,2019-01-28 07:00:28,2019-01-28 07:08:52,31016,Tiergarten,31016,Tiergarten,B0301,Member
382,2019-01-28 18:59:02,2019-01-28 19:05:24,31016,Tiergarten,31010,Prenzlauer Berg,B0173,Member
723,2019-01-28 09:17:30,2019-01-28 09:29:33,31018,Friedrichshain,31008,Zoologischer Garten,B0032,Member
421,2019-01-28 04:13:48,2019-01-28 04:20:49,31007,Kottbusser Tor,31008,Zoologischer Garten,B0286,Member
663,2019-01-28 09:40:06,2019-01-28 09:51:09,31009,Hauptbahnhof,31005,Hackescher Markt,B0359,Member
1385,2019-01-28 17:30:35,2019-01-28 17:53:40,31006,Warschauer Straße,31015,Schöneberg,B0227,Casual
941,2019-01-28 20:53:03,2019-01-28 21:08:44,31003,Potsdamer Platz,31018,Friedrichshain,B0398,Casual
240,2019-01-28 08:22:45,2019-01-28 08:26:45,31005,Hackescher Markt,31003,Potsdamer Platz,B0105,Member
914,2019-01-28 17:34:13,2019-01-28 17:49:27,31007,Kottbusser Tor,31007,Kottbusser Tor,B0478,Casual
593,2019-01-28 08:09:11,2019-01-28 08:19:04,31009,Hauptbahnhof,31005,Hackescher Markt,B0130,Member
669,2019-01-28 01:02:48,2019-01-28 01:13:57,31006,Warschauer Straße,31012,Neukölln,B0316,Member
907,2019-01-28 06:44:16,2019-01-28 06:59:23,31008,Zoologischer Garten,31018,Friedrichshain,B0103,Casual
543,2019-01-28 17:56:55,2019-01-28 18:05:58,31014,Mitte,31006,Warschauer Straße,B0376,Member
608,2019-01-28 21:33:01,2019-01-28 21:43:09,31020,Steglitz,31019,Tempelhof,B0178,Member
817,2019-01-28 17:01:21,2019-01-28 17:14:58,31010,Prenzlauer Berg,31001,Alexanderplatz,B0288,Member
261,2019-01-28 15:31:53,2019-01-28 15:36:14,31004,Friedrichstraße,31001,Alexanderplatz,B0019,Casual
241,2019-01-28 07:21:47,2019-01-28 07:25:48,31018,Friedrichshain,31016,Tiergarten,B0346,Member
320,2019-01-28 12:07:07,2019-01-28 12:12:27,31020,Steglitz,31002,Brandenburger Tor,B0065,Member
1367,2019-01-28 21:19:50,2019-01-28 21:42:37,31019,Tempelhof,31014,Mitte,B0447,Casual
823,2019-01-28 09:12:41,2019-01-28 09:26:24,31016,Tiergarten,31013,Charlottenburg,B0111,Member
831,2019-01-28 05:10:45,2019-01-28 05:24:36,31012,Neukölln,31015,Schöneberg,B0326,Member
1688,2019-01-28 07:50:35,2019-01-28 08:18:43,31020,Steglitz,31004,Friedrichstraße,B0441,Casual
286,2019-01-28 17:04:50,2019-01-28 17:09:36,31015,Schöneberg,31019,Tempelhof,B0081,Member
958,2019-01-28 18:31:18,2019-01-28 18:47:16,31005,Hackescher Markt,31006,Warschauer Straße,B0498,Casual
836,2019-01-28 07:20:17,2019-01-28 07:34:13,31008,Zoologischer Garten,31020,Steglitz,B0207,Member
865,2019-01-28 18:12:48,2019-01-28 18:27:13,31020,Steglitz,31005,Hackescher Markt,B0195,Casual
736,2019-01-28 09:06:38,2019-01-28 09:18:54,31007,Kottbusser Tor,31001,Alexanderplatz,B0094,Member
907,2019-01-28 18:05:20,2019-01-28 18:20:27,31020,Steglitz,31018,Friedrichshain,B0133,Casual
389,2019-01-28 18:37:27,2019-01-28 18:43:56,31010,Prenzlauer Berg,31015,Schöneberg,B0055,Member
470,2019-01-28 19:54:25,2019-01-28 20:02:15,31013,Charlottenburg,31019,Tempelhof,B0341,Member
407,2019-01-28 08:32:23,2019-01-28 08:39:10,31008,Zoologischer Garten,31001,Alexanderplatz,B0305,Member
2245,2019-01-28 17:32:38,2019-01-28 18:10:03,31018,Friedrichshain,31003,Potsdamer Platz,B0168,Casual
1449,2019-01-28 08:42:24,2019-01-28 09:06:33,31012,Neukölln,31013,Charlottenburg,B0350,Casual
648,2019-01-28 07:59:49,2019-01-28 08:10:37,31002,Brandenburger Tor,31018,Friedrichshain,B0181,Member
1058,2019-01-28 16:36:21,2019-01-28 16:53:59,31020,Steglitz,31012,Neukölln,B0233,Casual
752,2019-01-28 07:40:43,2019-01-28 07:53:15,31004,Friedrichstraße,31013,Charlottenburg,B0018,Member
1410,2019-01-28 17:20:39,2019-01-28 17:44:09,31015,Schöneberg,31003,Potsdamer Platz,B0453,Casual
631,2019-01-28 10:29:29,2019-01-28 10:40:00,31003,Potsdamer Platz,31020,Steglitz,B0255,Member
632,2019-01-28 09:46:56,2019-01-28 09:57:28,31003,Potsdamer Platz,31005,Hackescher Markt,B0136,Member
767,2019-01-28 17:59:52,2019-01-28 18:12:39,31014,Mitte,31002,Brandenburger Tor,B0167,Member
1038,2019-01-28 16:01:44,2019-01-28 16:19:02,31003,Potsdamer Platz,31011,Kreuzberg,B0232,Member
731,2019-01-28 19:51:01,2019-01-28 20:03:12,31004,Friedrichstraße,31020,Steglitz,B0395,Member
702,2019-01-28 03:13:24,2019-01-28 03:25:06,31008,Zoologischer Garten,31018,Friedrichshain,B0167,Member
936,2019-01-28 17:38:02,2019-01-28 17:53:38,31007,Kottbusser Tor,31013,Charlottenburg,B0079,Member
506,2019-01-28 09:43:25,2019-01-28 09:51:51,31002,Brandenburger Tor,31004,Friedrichstraße,B0404,Member
1174,2019-01-28 15:30:03,2019-01-28 15:49:37,31016,Tiergarten,31018,Friedrichshain,B0462,Casual
939,2019-01-28 06:06:06,2019-01-28 06:21:45,31019,Tempelhof,31019,Tempelhof,B0223,Casual
671,2019-01-28 04:29:22,2019-01-28 04:40:33,31015,Schöneberg,31012,Neukölln,B0011,Member
244,2019-01-28 11:41:04,2019-01-28 11:45:08,31012,Neukölln,31018,Friedrichshain,B0378,Member
725,2019-01-28 13:06:15,2019-01-28 13:18:20,31006,Warschauer Straße,31017,Wedding,B0243,Member
562,2019-01-28 09:09:41,2019-01-28 09:19:03,31013,Charlottenburg,31015,Schöneberg,B0156,Member
579,2019-01-28 05:33:09,2019-01-28 05:42:48,31010,Prenzlauer Berg,31007,Kottbusser Tor,B0021,Member
393,2019-01-28 08:17:17,2019-01-28 08:23:50,31007,Kottbusser Tor,31002,Brandenburger Tor,B0012,Member
509,2019-01-28 13:46:20,2019-01-28 13:54:49,31016,Tiergarten,31018,Friedrichshain,B0238,Member
611,2019-01-28 14:50:03,2019-01-28 15:00:14,31005,Hackescher Markt,31020,Steglitz,B0295,Member
373,2019-01-28 08:13:09,2019-01-28 08:19:22,31020,Steglitz,31014,Mitte,B0215,Member
600,2019-01-28 19:34:09,2019-01-28 19:44:09,31016,Tiergarten,31008,Zoologischer Garten,B0377,Member
923,2019-01-28 18:53:15,2019-01-28 19:08:38,31002,Brandenburger Tor,31016,Tiergarten,B0108,Casual
887,2019-01-28 08:20:50,2019-01-28 08:35:37,31010,Prenzlauer Berg,31019,Tempelhof,B0305,Casual
688,2019-01-28 00:03:45,2019-01-28 00:15:13,31016,Tiergarten,31009,Hauptbahnhof,B0303,Member
386,2019-01-28 14:28:22,2019-01-28 14:34:48,31002,Brandenburger Tor,31017,Wedding,B0192,Member
507,2019-01-28 09:47:04,2019-01-28 09:55:31,31012,Neukölln,31002,Brandenburger Tor,B0150,Member
545,2019-01-28 19:19:53,2019-01-28 19:28:58,31004,Friedrichstraße,31004,Friedrichstraße,B0228,Member
807,2019-01-28 18:05:26,2019-01-28 18:18:53,31002,Brandenburger Tor,31006,Warschauer Straße,B0401,Member
1601,2019-01-28 08:09:57,2019-01-28 08:36:38,31003,Potsdamer Platz,31007,Kottbusser Tor,B0353,Casual
610,2019-01-28 18:02:08,2019-01-28 18:12:18,31005,Hackescher Markt,31012,Neukölln,B0246,Casual
1071,2019-01-28 08:11:26,2019-01-28 08:29:17,31008,Zoologischer Garten,31004,Friedrichstraße,B0163,Casual
754,2019-01-28 19:11:45,2019-01-28 19:24:19,31007,Kottbusser Tor,31002,Brandenburger Tor,B0447,Member
415,2019-01-28 22:06:31,2019-01-28 22:13:26,31010,Prenzlauer Berg,31012,Neukölln,B0425,Member
557,2019-01-28 05:55:35,2019-01-28 06:04:52,31020,Steglitz,31003,Potsdamer Platz,B0072,Member
212,2019-01-28 20:18:47,2019-01-28 20:22:19,31002,Brandenburger Tor,31004,Friedrichstraße,B0174,Member
773,2019-01-28 19:15:07,2019-01-28 19:28:00,31015,Schöneberg,31015,Schöneberg,B0010,Member
331,2019-01-28 16:19:13,2019-01-28 16:24:44,31010,Prenzlauer Berg,31010,Prenzlauer Berg,B0207,Member
423,2019-01-28 07:34:21,2019-01-28 07:41:24,31003,Potsdamer Platz,31002,Brandenburger Tor,B0063,Member
1284,2019-01-28 11:56:38,2019-01-28 12:18:02,31016,Tiergarten,31002,Brandenburger Tor,B0180,Casual
1095,2019-01-28 18:30:57,2019-01-28 18:49:12,31005,Hackescher Markt,31020,Steglitz,B0241,Casual
1013,2019-01-28 09:14:13,2019-01-28 09:31:06,31007,Kottbusser Tor,31005,Hackescher Markt,B0302,Casual
1532,2019-01-28 08:01:07,2019-01-28 08:26:39,31017,Wedding,31018,Friedrichshain,B0353,Casual
675,2019-01-28 18:21:11,2019-01-28 18:32:26,31008,Zoologischer Garten,31008,Zoologischer Garten,B0257,Casual
433,2019-01-28 15:31:46,2019-01-28 15:38:59,31014,Mitte,31019,Tempelhof,B0435,Member
1033,2019-01-28 17:03:30,2019-01-28 17:20:43,31015,Schöneberg,31020,Steglitz,B0006,Casual
262,2019-01-28 13:15:13,2019-01-28 13:19:35,31007,Kottbusser Tor,31018,Friedrichshain,B0325,Member
463,2019-01-28 06:24:38,2019-01-28 06:32:21,31008,Zoologischer Garten,31017,Wedding,B0270,Member
1540,2019-01-28 10:47:22,2019-01-28 11:13:02,31018,Friedrichshain,31020,Steglitz,B0319,Casual
1008,2019-01-28 17:40:13,2019-01-28 17:57:01,31012,Neukölln,31005,Hackescher Markt,B0072,Casual
1796,2019-01-29 13:59:21,2019-01-29 14:29:17,31008,Zoologischer Garten,31020,Steglitz,B0413,Casual
657,2019-01-29 16:25:35,2019-01-29 16:36:32,31006,Warschauer Straße,31011,Kreuzberg,B0204,Member
623,2019-01-29 16:55:37,2019-01-29 17:06:00,31020,Steglitz,31019,Tempelhof,B0379,Member
863,2019-01-29 10:27:47,2019-01-29 10:42:10,31003,Potsdamer Platz,31010,Prenzlauer Berg,B0223,Casual
463,2019-01-29 12:36:34,2019-01-29 12:44:17,31007,Kottbusser Tor,31005,Hackescher Markt,B0239,Member
625,2019-01-29 11:17:01,2019-01-29 11:27:26,31018,Friedrichshain,31007,Kottbusser Tor,B0386,Casual
910,2019-01-29 08:35:17,2019-01-29 08:50:27,31013,Charlottenburg,31005,Hackescher Markt,B0284,Member
774,2019-01-29 14:20:20,2019-01-29 14:33:14,31005,Hackescher Markt,31018,Friedrichshain,B0371,Member
450,2019-01-29 14:00:36,2019-01-29 14:08:06,31013,Charlottenburg,31017,Wedding,B0291,Member
801,2019-01-29 20:07:09,2019-01-29 20:20:30,31018,Friedrichshain,31018,Friedrichshain,B0171,Member
746,2019-01-29 07:13:38,2019-01-29 07:26:04,31006,Warschauer Straße,31020,Steglitz,B0190,Member
502,2019-01-29 10:34:47,2019-01-29 10:43:09,31020,Steglitz,31012,Neukölln,B0339,Member
238,2019-01-29 15:20:57,2019-01-29 15:24:55,31007,Kottbusser Tor,31002,Brandenburger Tor,B0437,Member
618,2019-01-29 12:03:58,2019-01-29 12:14:16,31004,Friedrichstraße,31001,Alexanderplatz,B0395,Member
850,2019-01-29 19:17:57,2019-01-29 19:32:07,31014,Mitte,31002,Brandenburger Tor,B0005,Member
639,2019-01-29 18:05:03,2019-01-29 18:15:42,31005,Hackescher Markt,31020,Steglitz,B0363,Member
647,2019-01-29 17:43:48,2019-01-29 17:54:35,31010,Prenzlauer Berg,31015,Schöneberg,B0131,Member
619,2019-01-29 09:49:10,2019-01-29 09:59:29,31013,Charlottenburg,31010,Prenzlauer Berg,B0019,Casual
795,2019-01-29 12:15:58,2019-01-29 12:29:13,31008,Zoologischer Garten,31003,Potsdamer Platz,B0262,Member
374,2019-01-29 09:14:16,2019-01-29 09:20:30,31016,Tiergarten,31001,Alexanderplatz,B0213,Member
858,2019-01-29 19:40:31,2019-01-29 19:54:49,31012,Neukölln,31010,Prenzlauer Berg,B0003,Member
697,2019-01-29 10:10:37,2019-01-29 10:22:14,31016,Tiergarten,31019,Tempelhof,B0005,Casual
368,2019-01-29 06:31:45,2019-01-29 06:37:53,31003,Potsdamer Platz,31011,Kreuzberg,B0490,Member
575,2019-01-29 12:30:14,2019-01-29 12:39:49,31008,Zoologischer Garten,31008,Zoologischer Garten,B0056,Member
651,2019-01-29 09:13:23,2019-01-29 09:24:14,31011,Kreuzberg,31007,Kottbusser Tor,B0389,Member
854,2019-01-29 07:02:35,2019-01-29 07:16:49,31010,Prenzlauer Berg,31020,Steglitz,B0305,Member
764,2019-01-29 08:05:50,2019-01-29 08:18:34,31001,Alexanderplatz,31004,Friedrichstraße,B0484,Member
1333,2019-01-29 06:32:17,2019-01-29 06:54:30,31016,Tiergarten,31005,Hackescher Markt,B0439,Casual
239,2019-01-29 07:45:16,2019-01-29 07:49:15,31016,Tiergarten,31016,Tiergarten,B0324,Member
374,2019-01-29 20:40:49,2019-01-29 20:47:03,31018,Friedrichshain,31019,Tempelhof,B0482,Member
1709,2019-01-29 18:02:34,2019-01-29 18:31:03,31006,Warschauer Straße,31013,Charlottenburg,B0424,Casual
1175,2019-01-29 20:05:51,2019-01-29 20:25:26,31006,Warschauer Straße,31019,Tempelhof,B0041,Casual
746,2019-01-29 14:38:58,2019-01-29 14:51:24,31002,Brandenburger Tor,31009,Hauptbahnhof,B0296,Member
823,2019-01-29 18:04:38,2019-01-29 18:18:21,31001,Alexanderplatz,31001,Alexanderplatz,B0060,Member
547,2019-01-29 21:23:38,2019-01-29 21:32:45,31019,Tempelhof,31015,Schöneberg,B0230,Member
1291,2019-01-29 01:28:19,2019-01-29 01:49:50,31009,Hauptbahnhof,31016,Tiergarten,B0322,Casual
878,2019-01-29 17:58:54,2019-01-29 18:13:32,31015,Schöneberg,31007,Kottbusser Tor,B0285,Member
805,2019-01-29 17:07:18,2019-01-29 17:20:43,31010,Prenzlauer Berg,31006,Warschauer Straße,B0009,Member
612,2019-01-29 06:17:26,2019-01-29 06:27:38,31005,Hackescher Markt,31017,Wedding,B0383,Member
566,2019-01-29 19:37:52,2019-01-29 19:47:18,31019,Tempelhof,31006,Warschauer Straße,B0488,Member
484,2019-01-29 17:08:44,2019-01-29 17:16:48,31019,Tempelhof,31001,Alexanderplatz,B0149,Member
559,2019-01-29 07:40:22,2019-01-29 07:49:41,31006,Warschauer Straße,31020,Steglitz,B0293,Member
877,2019-01-29 06:46:58,2019-01-29 07:01:35,31018,Friedrichshain,31002,Brandenburger Tor,B0246,Casual
741,2019-01-29 11:09:17,2019-01-29 11:21:38,31013,Charlottenburg,31008,Zoologischer Garten,B0097,Member
520,2019-01-29 07:29:33,2019-01-29 07:38:13,31010,Prenzlauer Berg,31011,Kreuzberg,B0408,Member
396,2019-01-29 15:01:20,2019-01-29 15:07:56,31016,Tiergarten,31012,Neukölln,B0272,Member
428,2019-01-29 17:09:22,2019-01-29 17:16:30,31006,Warschauer Straße,31009,Hauptbahnhof,B0402,Member
392,2019-01-29 14:49:23,2019-01-29 14:55:55,31001,Alexanderplatz,31002,Brandenburger Tor,B0387,Member
594,2019-01-29 16:36:27,2019-01-29 16:46:21,31020,Steglitz,31001,Alexanderplatz,B0059,Member
695,2019-01-29 18:26:18,2019-01-29 18:37:53,31015,Schöneberg,31001,Alexanderplatz,B0041,Member
710,2019-01-29 17:41:18,2019-01-29 17:53:08,31012,Neukölln,31003,Potsdamer Platz,B0377,Member
1661,2019-01-29 04:22:49,2019-01-29 04:50:30,31011,Kreuzberg,31016,Tiergarten,B0481,Casual
582,2019-01-29 18:53:24,2019-01-29 19:03:06,31005,Hackescher Markt,31008,Zoologischer Garten,B0421,Member
810,2019-01-29 09:57:41,2019-01-29 10:11:11,31013,Charlottenburg,31006,Warschauer Straße,B0202,Member
537,2019-01-29 15:56:37,2019-01-29 16:05:34,31020,Steglitz,31014,Mitte,B0124,Member
1340,2019-01-29 17:14:24,2019-01-29 17:36:44,31017,Wedding,31014,Mitte,B0109,Casual
708,2019-01-29 04:28:03,2019-01-29 04:39:51,31007,Kottbusser Tor,31004,Friedrichstraße,B0346,Member
684,2019-01-29 17:49:25,2019-01-29 18:00:49,31017,Wedding,31002,Brandenburger Tor,B0455,Casual
1019,2019-01-29 08:42:45,2019-01-29 08:59:44,31008,Zoologischer Garten,31004,Friedrichstraße,B0218,Casual
588,2019-01-29 08:59:21,2019-01-29 09:09:09,31003,Potsdamer Platz,31016,Tiergarten,B0019,Member
947,2019-01-29 08:50:00,2019-01-29 09:05:47,31002,Brandenburger Tor,31016,Tiergarten,B0406,Member
1305,2019-01-29 06:18:56,2019-01-29 06:40:41,31020,Steglitz,31012,Neukölln,B0264,Casual
613,2019-01-29 11:17:18,2019-01-29 11:27:31,31003,Potsdamer Platz,31003,Potsdamer Platz,B0391,Member
2025,2019-01-29 08:36:30,2019-01-29 09:10:15,31007,Kottbusser Tor,31003,Potsdamer Platz,B0414,Casual
1257,2019-01-29 05:54:06,2019-01-29 06:15:03,31013,Charlottenburg,31018,Friedrichshain,B0043,Casual
334,2019-01-29 17:47:55,2019-01-29 17:53:29,31004,Friedrichstraße,31001,Alexanderplatz,B0228,Member
445,2019-01-29 19:57:24,2019-01-29 20:04:49,31005,Hackescher Markt,31013,Charlottenburg,B0431,Member
689,2019-01-29 07:18:11,2019-01-29 07:29:40,31005,Hackescher Markt,31009,Hauptbahnhof,B0368,Member
1067,2019-01-29 08:11:36,2019-01-29 08:29:23,31004,Friedrichstraße,31012,Neukölln,B0124,Casual
1243,2019-01-29 13:06:02,2019-01-29 13:26:45,31016,Tiergarten,31011,Kreuzberg,B0095,Casual
644,2019-01-29 22:25:01,2019-01-29 22:35:45,31014,Mitte,31012,Neukölln,B0354,Member
831,2019-01-29 08:57:13,2019-01-29 09:11:04,31001,Alexanderplatz,31020,Steglitz,B0210,Member
767,2019-01-29 19:28:30,2019-01-29 19:41:17,31003,Potsdamer Platz,31020,Steglitz,B0390,Member
679,2019-01-29 08:10:32,2019-01-29 08:21:51,31007,Kottbusser Tor,31008,Zoologischer Garten,B0363,Member
1506,2019-01-29 01:00:24,2019-01-29 01:25:30,31008,Zoologischer Garten,31002,Brandenburger Tor,B0483,Casual
276,2019-01-29 08:58:17,2019-01-29 09:02:53,31016,Tiergarten,31007,Kottbusser Tor,B0158,Casual
947,2019-01-29 17:29:44,2019-01-29 17:45:31,31007,Kottbusser Tor,31010,Prenzlauer Berg,B0218,Casual
583,2019-01-29 16:09:46,2019-01-29 16:19:29,31020,Steglitz,31020,Steglitz,B0283,Member
302,2019-01-29 12:58:53,2019-01-29 13:03:55,31003,Potsdamer Platz,31020,Steglitz,B0308,Member
700,2019-01-29 06:28:59,2019-01-29 06:40:39,31014,Mitte,31006,Warschauer Straße,B0189,Member
422,2019-01-29 14:49:29,2019-01-29 14:56:31,31010,Prenzlauer Berg,31011,Kreuzberg,B0231,Member
642,2019-01-29 18:16:56,2019-01-29 18:27:38,31013,Charlottenburg,31013,Charlottenburg,B0463,Member
469,2019-01-29 04:49:26,2019-01-29 04:57:15,31010,Prenzlauer Berg,31017,Wedding,B0306,Member
331,2019-01-29 14:00:40,2019-01-29 14:06:11,31010,Prenzlauer Berg,31019,Tempelhof,B0218,Member
1797,2019-01-29 19:29:12,2019-01-29 19:59:09,31018,Friedrichshain,31020,Steglitz,B0152,Casual
672,2019-01-29 08:05:33,2019-01-29 08:16:45,31008,Zoologischer Garten,31010,Prenzlauer Berg,B0318,Member
1178,2019-01-29 17:45:05,2019-01-29 18:04:43,31016,Tiergarten,31012,Neukölln,B0166,Casual
1096,2019-01-29 16:41:13,2019-01-29 16:59:29,31001,Alexanderplatz,31020,Steglitz,B0103,Casual
520,2019-01-29 12:34:32,2019-01-29 12:43:12,31012,Neukölln,31013,Charlottenburg,B0099,Member
604,2019-01-29 10:59:30,2019-01-29 11:09:34,31016,Tiergarten,31017,Wedding,B0292,Member
264,2019-01-29 16:35:49,2019-01-29 16:40:13,31004,Friedrichstraße,31019,Tempelhof,B0480,Member
553,2019-01-29 09:10:11,2019-01-29 09:19:24,31004,Friedrichstraße,31004,Friedrichstraße,B0340,Member
1150,2019-01-29 18:11:58,2019-01-29 18:31:08,31009,Hauptbahnhof,31001,Alexanderplatz,B0141,Member
832,2019-01-29 19:17:40,2019-01-29 19:31:32,31003,Potsdamer Platz,31003,Potsdamer Platz,B0436,Member
253,2019-01-29 18:07:11,2019-01-29 18:11:24,31013,Charlottenburg,31013,Charlottenburg,B0471,Member
543,2019-01-29 20:28:55,2019-01-29 20:37:58,31004,Friedrichstraße,31007,Kottbusser Tor,B0313,Member
402,2019-01-29 07:22:15,2019-01-29 07:28:57,31019,Tempelhof,31007,Kottbusser Tor,B0404,Member
202,2019-01-29 09:13:13,2019-01-29 09:16:35,31012,Neukölln,31016,Tiergarten,B0243,Member
686,2019-01-29 12:48:30,2019-01-29 12:59:56,31016,Tiergarten,31013,Charlottenburg,B0053,Casual
599,2019-01-29 07:53:56,2019-01-29 08:03:55,31009,Hauptbahnhof,31020,Steglitz,B0082,Casual
1923,2019-01-29 08:52:52,2019-01-29 09:24:55,31001,Alexanderplatz,31002,Brandenburger Tor,B0411,Casual
566,2019-01-29 14:38:02,2019-01-29 14:47:28,31003,Potsdamer Platz,31008,Zoologischer Garten,B0212,Member
837,2019-01-29 09:09:02,2019-01-29 09:22:59,31014,Mitte,31003,Potsdamer Platz,B0004,Member
551,2019-01-29 18:48:02,2019-01-29 18:57:13,31004,Friedrichstraße,31017,Wedding,B0331,Member
447,2019-01-29 12:52:48,2019-01-29 13:00:15,31009,Hauptbahnhof,31015,Schöneberg,B0235,Member
663,2019-01-29 07:03:06,2019-01-29 07:14:09,31008,Zoologischer Garten,31001,Alexanderplatz,B0384,Member
612,2019-01-29 22:21:37,2019-01-29 22:31:49,31016,Tiergarten,31002,Brandenburger Tor,B0200,Member
441,2019-01-29 06:53:17,2019-01-29 07:00:38,31003,Potsdamer Platz,31008,Zoologischer Garten,B0403,Member
810,2019-01-29 19:08:10,2019-01-29 19:21:40,31014,Mitte,31014,Mitte,B0433,Member
805,2019-01-29 08:38:57,2019-01-29 08:52:22,31002,Brandenburger Tor,31012,Neukölln,B0214,Member
795,2019-01-29 13:47:18,2019-01-29 14:00:33,31002,Brandenburger Tor,31009,Hauptbahnhof,B0167,Member
445,2019-01-29 10:34:49,2019-01-29 10:42:14,31007,Kottbusser Tor,31012,Neukölln,B0038,Member
1215,2019-01-29 07:02:17,2019-01-29 07:22:32,31012,Neukölln,31004,Friedrichstraße,B0162,Casual
670,2019-01-29 12:47:35,2019-01-29 12:58:45,31017,Wedding,31012,Neukölln,B0370,Member
435,2019-01-29 13:24:39,2019-01-29 13:31:54,31009,Hauptbahnhof,31009,Hauptbahnhof,B0398,Member
676,2019-01-29 08:09:28,2019-01-29 08:20:44,31010,Prenzlauer Berg,31011,Kreuzberg,B0444,Member
574,2019-01-29 10:40:33,2019-01-29 10:50:07,31006,Warschauer Straße,31001,Alexanderplatz,B0192,Member
491,2019-01-29 08:17:32,2019-01-29 08:25:43,31015,Schöneberg,31014,Mitte,B0478,Member
1728,2019-01-29 20:34:08,2019-01-29 21:02:56,31011,Kreuzberg,31010,Prenzlauer Berg,B0035,Casual
